,Vertex,Edge,inputEncode,outputDecode,inputEdgeEncode,vertexFeatures,vertexHiddenLayout,feedThroughVertexFeatures,edgeMLP,edgeFeatures,edgeHiddenLayout,feedThroughEdgeFeatures,messagelayout,parameters,seed,file,entry,r2,l2,psnr,min,max,q1,q3,std
10,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,276731990,perlin_759352143,2,-1.921201020493868e-08,0.0582031,4.952382753852946,7.215438e-08,0.18204437,0.013247623341158032,0.09922451339662075,0.05301759
11,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,276731990,perlin_759352143,3,-1.7637693527916554e-09,0.03590193,7.5788206789337895,1.5463323e-07,0.20558582,0.00489922973793,0.04531392268836498,0.043245267
12,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,276731990,perlin_37078787,0,-2.4244658947125686e-08,0.15886894,9.149516963635316,3.8453996e-09,1.3061509,0.01673456421121955,0.1255611553788185,0.28163844
13,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,276731990,perlin_37078787,1,-9.186652238923898e-08,0.10694953,7.969787923335659,6.0396644e-08,0.67013365,0.012207441730424762,0.1532696671783924,0.13837644
14,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,276731990,perlin_37078787,2,-4.1036463338528506e-08,0.05972867,10.804004465135172,2.260815e-08,0.71876496,0.004803911200724542,0.05735877621918917,0.12923759
15,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,276731990,perlin_37078787,3,-6.905824090353008e-08,0.04889817,11.83154935047056,3.814046e-09,0.7455059,0.006305802729912102,0.037593770772218704,0.10724615
0,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,34492210,perlin_433611252,0,0.006861909920820253,0.23386936,5.973681427516069,2.434865e-08,0.9295702,0.004829482524655759,0.38338394463062286,0.30432945
1,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,34492210,perlin_433611252,1,0.014385159826609928,0.062708154,7.618642907779137,5.646935e-11,0.36599293,0.004969413625076413,0.08899521082639694,0.08742123
2,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,34492210,perlin_433611252,2,0.014182505002798051,0.14434788,7.104099668157752,1.2878352e-09,0.74613744,0.028301026206463575,0.21468867734074593,0.14039749
3,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,34492210,perlin_433611252,3,0.0023191619808595743,0.13423623,9.912251887809884,3.3832272e-08,1.3086928,0.02866773819550872,0.08770595863461494,0.23387612
