,Vertex,Edge,inputEncode,outputDecode,inputEdgeEncode,vertexFeatures,vertexHiddenLayout,feedThroughVertexFeatures,edgeMLP,edgeFeatures,edgeHiddenLayout,feedThroughEdgeFeatures,messagelayout,parameters,seed,file,entry,r2,l2,psnr,min,max,q1,q3,std
5,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,316013540,perlin_960745502,1,0.7871248431424026,0.00089396135,36.939664906485454,4.1438852e-11,0.0036446482,0.00017217808635905385,0.0013260256964713335,0.0009500167
6,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,316013540,perlin_960745502,2,0.3345003147378287,0.00084705773,37.09121595904038,1.3096724e-10,0.0036424033,0.00016052855062298477,0.0012270283186808228,0.0009487597
7,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,316013540,perlin_960745502,3,-1.3009765064524057,0.0011195509,35.67477434076311,3.8296203e-05,0.0035281999,0.0007344648474827409,0.0014683771005365998,0.0006517773
8,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,316013540,perlin_759352143,0,0.5863821037196753,0.0016107984,34.393558609485225,8.740244e-10,0.009440062,0.0002222241455456242,0.0018301118980161846,0.002204182
9,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,316013540,perlin_759352143,1,0.582381764038522,0.0006315094,38.33392683475226,2.7014266e-09,0.0022667164,0.00020217383644194342,0.001021211821353063,0.0004945893
10,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,316013540,perlin_759352143,2,0.7723373678645357,0.00040776236,40.20786414600377,1.1510792e-12,0.0021444126,6.224437129276339e-05,0.0005634798289975151,0.0004882826
11,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,316013540,perlin_759352143,3,0.7664743028831671,0.000375203,40.50999499772368,1.6043487e-09,0.002138565,6.540019967360422e-05,0.0006520416936837137,0.00041870697
12,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,316013540,perlin_37078787,0,0.6271307217295212,0.001909754,33.62740536773114,4.1438852e-09,0.010362238,0.00045003207196714357,0.001920969196362421,0.0024857102
13,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,316013540,perlin_37078787,1,0.7806466383900981,0.0004819645,39.48799281915273,2.2737368e-11,0.0022475736,4.093013285455527e-05,0.000793518396676518,0.0005331151
14,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,316013540,perlin_37078787,2,0.7044657008057249,0.0006430535,38.33047169386689,6.8780537e-12,0.00231056,0.0001534262228233274,0.0010207699961028993,0.00059988454
15,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,316013540,perlin_37078787,3,0.6965977950281947,0.00056932645,38.73099057670019,3.007017e-11,0.0029960447,0.00010860490692721214,0.0008296913001686335,0.0006877271
0,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,293277182,perlin_433611252,0,0.7868899639233474,0.0036852476,31.034067802625465,4.8633098e-09,0.011651498,0.0008731471025384963,0.0072681455640122294,0.003717528
1,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,293277182,perlin_433611252,1,0.8389652253470126,0.00033566373,41.172205695368106,6.2074434e-10,0.007776754,7.932998414617032e-06,0.0001489867499913089,0.00075008086
2,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,293277182,perlin_433611252,2,0.7868574233380716,0.0024791057,32.73006768272576,4.969394e-10,0.010312278,0.00018978569278260693,0.004071795498020947,0.003256554
3,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,293277182,perlin_433611252,3,0.8492355515420964,0.0013570761,35.22936483471647,3.5527137e-11,0.007871951,0.0001571607426740229,0.0018582123739179224,0.0015316458
4,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,293277182,perlin_960745502,0,0.7807663514412799,0.0013922319,35.18512768755398,7.86622e-09,0.0079179425,0.00023590217460878193,0.0010653255449142307,0.0020110954
5,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,293277182,perlin_960745502,1,0.8263425308879534,0.0007292681,37.823980367229254,1.8417268e-11,0.006144058,0.0002091493624902796,0.000996635906631127,0.00079199346
