,Vertex,Edge,inputEncode,outputDecode,inputEdgeEncode,vertexFeatures,vertexHiddenLayout,feedThroughVertexFeatures,edgeMLP,edgeFeatures,edgeHiddenLayout,feedThroughEdgeFeatures,messagelayout,parameters,seed,file,entry,r2,l2,psnr,min,max,q1,q3,std
14,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,37626750,perlin_37078787,2,6.75985092187803e-05,0.059724636,10.804298170540434,5.6371338e-08,0.72135377,0.004614948877133429,0.05745233781635761,0.12975858
15,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,37626750,perlin_37078787,3,0.00023059374640366226,0.04888689,11.83255168728191,6.950996e-08,0.7390132,0.006230478174984455,0.03783244453370571,0.10641971
0,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,892206825,perlin_433611252,0,0.010146327840711566,0.23309594,5.988067187742253,6.152204e-11,0.9306175,0.004219181835651398,0.3828660324215889,0.30247635
1,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,892206825,perlin_433611252,1,0.007468102582091962,0.063148245,7.58826909105653,7.2713896e-10,0.35916275,0.0051427853759378195,0.08972502872347832,0.0869329
2,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,892206825,perlin_433611252,2,0.004705869273545216,0.1457355,7.062549323433974,3.4708127e-09,0.7363714,0.025342197623103857,0.21558323130011559,0.14422475
3,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,892206825,perlin_433611252,3,-0.0011913925339033238,0.13470857,9.896997120197303,1.1277258e-09,1.3217014,0.0312874773517251,0.08512137643992901,0.23473501
4,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,892206825,perlin_960745502,0,0.010842829685722144,0.22879972,4.703753583844771,8.1009784e-07,0.67139614,0.07000537775456905,0.3419044315814972,0.1727428
5,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,892206825,perlin_960745502,1,0.012561358310483217,0.16505271,3.647345743394509,6.809062e-09,0.37893355,0.034238957799971104,0.2802482098340988,0.12431138
6,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,892206825,perlin_960745502,2,0.01160765997597002,0.0387223,6.741697133747289,4.238582e-10,0.18517718,0.0038080912781879306,0.058533817529678345,0.04695836
7,MP-PDE,MP-PDE,False,False,False,[1 1],[1],0,False,[1 1 1],[1],0,[8],36,892206825,perlin_960745502,3,0.02079940212659548,0.019038124,10.855111053244396,1.4206533e-07,0.22922389,0.000964201390161179,0.013172468170523643,0.041164685
